id,data_file_id,row_count,sample_file_path,extracted_at,extractor_version,llm_provider,column_name,dtype,description,min_value,max_value,null_count,sample_values
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,Lai,float,Leaf Area Index (units: m2 m-2),-999.9000000000001,5.7,0,"[""-999.9000000000001"", ""-999.9000000000001"", ""-999.9000000000001"", ""-999.9000000000001"", ""-999.9000000000001""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,alnid_mean,float,Near-IR albedo for diffuse radiation (mean),0.16555723547935486,0.18377292156219482,0,"[""0.17496247589588165"", ""0.1749020218849182"", ""0.17484189569950104"", ""0.17478090524673462"", ""0.1747196763753891""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,aluvd_mean,float,UV-visible albedo for diffuse radiation (mean),0.04036218672990799,0.048447344452142715,0,"[""0.047432541847229004"", ""0.04741135612130165"", ""0.04739268124103546"", ""0.04737122356891632"", ""0.047352954745292664""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,e_mean,float,Evaporation (liquid water equivalent thickness) (mean) (units: m),0.06131085008382797,0.24507500231266022,0,"[""0.15829890966415405"", ""0.161730095744133"", ""0.1172337457537651"", ""0.09822290390729904"", ""0.12811952829360962""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,d2m_mean,float,2 m dewpoint temperature (mean) (units: K),293.5738220214844,297.9562683105469,0,"[""296.6917419433594"", ""296.5793762207031"", ""296.70947265625"", ""296.8645935058594"", ""296.64947509765625""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,ro_mean,float,Surface runoff (mean) (units: m),6.367142191265884e-07,0.0025828599464148283,0,"[""2.0938459783792496e-06"", ""3.687882099256967e-06"", ""1.5094566151674371e-05"", ""6.4199944063147996e-06"", ""2.2470796466222964e-05""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,t2m_mean,float,2 m air temperature (mean) (units: K),296.86639404296875,303.751708984375,0,"[""300.8572692871094"", ""299.9803771972656"", ""298.6235656738281"", ""298.87652587890625"", ""298.99932861328125""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,adj_sfc_sw_diff_clr_daily,float,Adjusted Surface Shortwave Diffuse Flux (clear-sky) (units: W m-2),33.93958282470703,150.5031280517578,0,"[""68.7833251953125"", ""70.96875"", ""60.73020935058594"", ""54.688541412353516"", ""51.77082824707031""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,adj_sfc_sw_diff_all_daily,float,Adjusted Surface Shortwave Diffuse Flux (all-sky) (units: W m-2),35.030208587646484,210.78334045410156,0,"[""124.61458587646484"", ""172.70936584472656"", ""115.96146392822266"", ""125.86978149414062"", ""160.52395629882812""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,adj_sfc_sw_diff_pri_daily,float,Adjusted Surface Shortwave Diffuse Flux (pristine-sky) (units: W m-2),20.336458206176758,24.63749885559082,0,"[""23.16666603088379"", ""23.273956298828125"", ""23.289583206176758"", ""23.311460494995117"", ""23.441665649414062""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,adj_sfc_sw_diff_naer_daily,float,Adjusted Surface Shortwave Diffuse Flux (no-aerosol) (units: W m-2),25.26666831970215,233.38336181640625,0,"[""102.88957977294922"", ""180.63645935058594"", ""120.29581451416016"", ""121.94583892822266"", ""163.26564025878906""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,adj_sfc_par_diff_clr_daily,float,Adjusted PAR Diffuse Flux (clear-sky) (units: W m-2),20.65937614440918,79.6968765258789,0,"[""41.07187271118164"", ""42.47812271118164"", ""36.67708206176758"", ""32.99166488647461"", ""31.48645782470703""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,adj_sfc_par_diff_all_daily,float,Adjusted PAR Diffuse Flux (all-sky) (units: W m-2),19.136457443237305,98.81563568115234,0,"[""63.672916412353516"", ""81.96978759765625"", ""56.59687423706055"", ""62.76041793823242"", ""78.0687484741211""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,adj_sfc_par_diff_pri_daily,float,Adjusted PAR Diffuse Flux (pristine-sky) (units: W m-2),12.84999942779541,15.580208778381348,0,"[""14.506251335144043"", ""14.567708015441895"", ""14.584376335144043"", ""14.595833778381348"", ""14.684374809265137""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,alnid_maximum,float,Near-IR albedo for diffuse radiation (maximum),0.16556760668754578,0.18379071354866028,0,"[""0.17498672008514404"", ""0.17492568492889404"", ""0.1748693287372589"", ""0.17481298744678497"", ""0.17474254965782166""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,aluvd_maximum,float,UV-visible albedo for diffuse radiation (maximum),0.04036947339773178,0.048455022275447845,0,"[""0.04744432866573334"", ""0.04742208123207092"", ""0.04739983379840851"", ""0.04738394170999527"", ""0.047361694276332855""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,e_maximum,float,Evaporation (liquid water equivalent thickness) (maximum) (units: m),0.017992308363318443,0.1432553380727768,0,"[""0.053864262998104095"", ""0.06612104922533035"", ""0.06032956391572952"", ""0.04577863588929176"", ""0.03246302530169487""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,d2m_maximum,float,2 m dewpoint temperature (maximum) (units: K),294.67529296875,299.14715576171875,0,"[""297.5732421875"", ""297.217529296875"", ""297.1849670410156"", ""297.8777770996094"", ""297.32562255859375""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,ro_maximum,float,Surface runoff (maximum) (units: m),1.0915100574493408e-06,0.00862633716315031,0,"[""6.556510925292969e-06"", ""2.7321279048919678e-05"", ""7.376633584499359e-05"", ""2.7867034077644348e-05"", ""0.0002502594143152237""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,t2m_maximum,float,2 m air temperature (maximum) (units: K),298.188232421875,307.5798645019531,0,"[""303.9528503417969"", ""301.85540771484375"", ""300.61932373046875"", ""301.3477783203125"", ""301.1250305175781""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,stl1_maximum,float,Soil temperature level 1 (maximum) (units: K),299.16741943359375,308.2456970214844,0,"[""305.02178955078125"", ""303.9107971191406"", ""302.7704162597656"", ""301.52093505859375"", ""302.7626647949219""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,prec,float,Daily precipitation (MERGE/CPTEC) (units: kg m-2),0,137,0,"[""0.5"", ""0.375"", ""45.5"", ""28.25"", ""39.75""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,prmsl,float,Mean sea level pressure (units: Pa),-8.999999873090293e+33,-8.999999873090293e+33,0,"[""-8.999999873090293e+33"", ""-8.999999873090293e+33"", ""-8.999999873090293e+33"", ""-8.999999873090293e+33"", ""-8.999999873090293e+33""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,alnid_median,float,Near-IR albedo for diffuse radiation (median),0.16555821895599365,0.18377193808555603,0,"[""0.17496323585510254"", ""0.17490220069885254"", ""0.17484115064144135"", ""0.17478011548519135"", ""0.1747237741947174""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,aluvd_median,float,UV-visible albedo for diffuse radiation (median),0.04036152735352516,0.04844549298286438,0,"[""0.04743002727627754"", ""0.047410957515239716"", ""0.04739347845315933"", ""0.04737123101949692"", ""0.04735215753316879""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,e_median,float,Evaporation (liquid water equivalent thickness) (median) (units: m),0.043989844620227814,0.2058868557214737,0,"[""0.12058671563863754"", ""0.11038343608379364"", ""0.10967753827571869"", ""0.08302224427461624"", ""0.08793938905000687""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,d2m_median,float,2 m dewpoint temperature (median) (units: K),293.38671875,297.9312744140625,0,"[""296.6578063964844"", ""296.53692626953125"", ""296.6409606933594"", ""296.76763916015625"", ""296.7816162109375""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,ro_median,float,Surface runoff (median) (units: m),5.457550287246704e-07,0.0025187241844832897,0,"[""1.6391277313232422e-06"", ""1.6391277313232422e-06"", ""1.065526157617569e-05"", ""6.009824573993683e-06"", ""2.732500433921814e-06""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,t2m_median,float,2 m air temperature (median) (units: K),296.7633056640625,303.2530517578125,0,"[""300.4548645019531"", ""300.02850341796875"", ""298.4754943847656"", ""298.257080078125"", ""298.92816162109375""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,stl1_median,float,Soil temperature level 1 (median) (units: K),298.41424560546875,303.6446533203125,0,"[""302.407958984375"", ""302.2454833984375"", ""301.263671875"", ""300.49310302734375"", ""300.473388671875""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,alnid_minimum,float,Near-IR albedo for diffuse radiation (minimum),0.16554413735866547,0.18375784158706665,0,"[""0.1749303638935089"", ""0.1748693287372589"", ""0.17481298744678497"", ""0.17475193738937378"", ""0.17468620836734772""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,aluvd_minimum,float,UV-visible albedo for diffuse radiation (minimum),0.04035358130931854,0.04844231158494949,0,"[""0.04741890728473663"", ""0.04739665985107422"", ""0.047377586364746094"", ""0.04735533893108368"", ""0.04734580218791962""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,e_minimum,float,Evaporation (liquid water equivalent thickness) (minimum) (units: m),0.12342631816864014,0.5270177721977234,0,"[""0.2854115664958954"", ""0.31022995710372925"", ""0.20234137773513794"", ""0.2096729874610901"", ""0.3057860732078552""]"
