id,data_file_id,row_count,sample_file_path,extracted_at,extractor_version,llm_provider,column_name,dtype,description,min_value,max_value,null_count,sample_values
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,sur_refl_b02,float,"sample values: [""0.43960000000000005"", ""0.35660000000000003"", ""0.35660000000000003"", ""0.35660000000000003"", ""0.35660000000000003""]; range -9999 to 0.5005000000000001",-9999,0.5005000000000001,0,"[""0.43960000000000005"", ""0.35660000000000003"", ""0.35660000000000003"", ""0.35660000000000003"", ""0.35660000000000003""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,sur_refl_b03,float,"sample values: [""0.23570000000000002"", ""0.0472"", ""0.0472"", ""0.0472"", ""0.0472""]; range -9999 to 0.3453",-9999,0.3453,0,"[""0.23570000000000002"", ""0.0472"", ""0.0472"", ""0.0472"", ""0.0472""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,sur_refl_b07,float,"sample values: [""0.2005"", ""0.09920000000000001"", ""0.09920000000000001"", ""0.09920000000000001"", ""0.09920000000000001""]; range -9999 to 0.2005",-9999,0.2005,0,"[""0.2005"", ""0.09920000000000001"", ""0.09920000000000001"", ""0.09920000000000001"", ""0.09920000000000001""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,Clear_sky_days,float,"sample values: [""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0""]; range -9999 to 252",-9999,252,0,"[""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,Clear_sky_nights,float,"sample values: [""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0""]; range -9999 to 251",-9999,251,0,"[""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,Emis_31,float,"sample values: [""0.492"", ""-19.998"", ""-19.998"", ""-19.998"", ""-19.998""]; range -19.998 to 0.492",-19.998,0.492,0,"[""0.492"", ""-19.998"", ""-19.998"", ""-19.998"", ""-19.998""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,Emis_32,float,"sample values: [""0.494"", ""-19.998"", ""-19.998"", ""-19.998"", ""-19.998""]; range -19.998 to 0.496",-19.998,0.496,0,"[""0.494"", ""-19.998"", ""-19.998"", ""-19.998"", ""-19.998""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,LST_Day_1km,float,"sample values: [""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0""]; range -9999 to 306.40000000000003",-9999,306.40000000000003,0,"[""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,LST_Night_1km,float,"sample values: [""297.82"", ""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0""]; range -9999 to 297.82",-9999,297.82,0,"[""297.82"", ""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,QC_Day,float,"sample values: [""2.0"", ""2.0"", ""2.0"", ""2.0"", ""2.0""]; range -9999 to 129",-9999,129,0,"[""2.0"", ""2.0"", ""2.0"", ""2.0"", ""2.0""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,QC_Night,float,"sample values: [""2.0"", ""2.0"", ""2.0"", ""2.0"", ""2.0""]; range -9999 to 129",-9999,129,0,"[""2.0"", ""2.0"", ""2.0"", ""2.0"", ""2.0""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,Fpar,float,"sample values: [""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0""]; range -9999 to 0.87",-9999,0.87,0,"[""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,FparExtra_QC,float,"sample values: [""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0""]; range -9999 to 72",-9999,72,0,"[""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,FparLai_QC,float,"sample values: [""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0""]; range -9999 to 115",-9999,115,0,"[""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,FparStdDev,float,"sample values: [""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0""]; range -9999 to 0.07",-9999,0.07,0,"[""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0"", ""-9999.0""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,Lai,float,"sample values: [""-999.9000000000001"", ""-999.9000000000001"", ""-999.9000000000001"", ""-999.9000000000001"", ""-999.9000000000001""]; range -999.9000000000001 to 5.7",-999.9000000000001,5.7,0,"[""-999.9000000000001"", ""-999.9000000000001"", ""-999.9000000000001"", ""-999.9000000000001"", ""-999.9000000000001""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,alnid_mean,float,"sample values: [""0.17496247589588165"", ""0.1749020218849182"", ""0.17484189569950104"", ""0.17478090524673462"", ""0.1747196763753891""]; range 0.16555723547935486 to 0.18377292156219482",0.16555723547935486,0.18377292156219482,0,"[""0.17496247589588165"", ""0.1749020218849182"", ""0.17484189569950104"", ""0.17478090524673462"", ""0.1747196763753891""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,aluvd_mean,float,"sample values: [""0.047432541847229004"", ""0.04741135612130165"", ""0.04739268124103546"", ""0.04737122356891632"", ""0.047352954745292664""]; range 0.04036218672990799 to 0.048447344452142715",0.04036218672990799,0.048447344452142715,0,"[""0.047432541847229004"", ""0.04741135612130165"", ""0.04739268124103546"", ""0.04737122356891632"", ""0.047352954745292664""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,e_mean,float,"sample values: [""0.15829890966415405"", ""0.161730095744133"", ""0.1172337457537651"", ""0.09822290390729904"", ""0.12811952829360962""]; range 0.06131085008382797 to 0.24507500231266022",0.06131085008382797,0.24507500231266022,0,"[""0.15829890966415405"", ""0.161730095744133"", ""0.1172337457537651"", ""0.09822290390729904"", ""0.12811952829360962""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,d2m_mean,float,"sample values: [""296.6917419433594"", ""296.5793762207031"", ""296.70947265625"", ""296.8645935058594"", ""296.64947509765625""]; range 293.5738220214844 to 297.9562683105469",293.5738220214844,297.9562683105469,0,"[""296.6917419433594"", ""296.5793762207031"", ""296.70947265625"", ""296.8645935058594"", ""296.64947509765625""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,ro_mean,float,"sample values: [""2.0938459783792496e-06"", ""3.687882099256967e-06"", ""1.5094566151674371e-05"", ""6.4199944063147996e-06"", ""2.2470796466222964e-05""]; range 6.367142191265884e-07 to 0.0025828599464148283",6.367142191265884e-07,0.0025828599464148283,0,"[""2.0938459783792496e-06"", ""3.687882099256967e-06"", ""1.5094566151674371e-05"", ""6.4199944063147996e-06"", ""2.2470796466222964e-05""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,t2m_mean,float,"sample values: [""300.8572692871094"", ""299.9803771972656"", ""298.6235656738281"", ""298.87652587890625"", ""298.99932861328125""]; range 296.86639404296875 to 303.751708984375",296.86639404296875,303.751708984375,0,"[""300.8572692871094"", ""299.9803771972656"", ""298.6235656738281"", ""298.87652587890625"", ""298.99932861328125""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,adj_sfc_sw_diff_clr_daily,float,"sample values: [""68.7833251953125"", ""70.96875"", ""60.73020935058594"", ""54.688541412353516"", ""51.77082824707031""]; range 33.93958282470703 to 150.5031280517578",33.93958282470703,150.5031280517578,0,"[""68.7833251953125"", ""70.96875"", ""60.73020935058594"", ""54.688541412353516"", ""51.77082824707031""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,adj_sfc_sw_diff_all_daily,float,"sample values: [""124.61458587646484"", ""172.70936584472656"", ""115.96146392822266"", ""125.86978149414062"", ""160.52395629882812""]; range 35.030208587646484 to 210.78334045410156",35.030208587646484,210.78334045410156,0,"[""124.61458587646484"", ""172.70936584472656"", ""115.96146392822266"", ""125.86978149414062"", ""160.52395629882812""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,adj_sfc_sw_diff_pri_daily,float,"sample values: [""23.16666603088379"", ""23.273956298828125"", ""23.289583206176758"", ""23.311460494995117"", ""23.441665649414062""]; range 20.336458206176758 to 24.63749885559082",20.336458206176758,24.63749885559082,0,"[""23.16666603088379"", ""23.273956298828125"", ""23.289583206176758"", ""23.311460494995117"", ""23.441665649414062""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,adj_sfc_sw_diff_naer_daily,float,"sample values: [""102.88957977294922"", ""180.63645935058594"", ""120.29581451416016"", ""121.94583892822266"", ""163.26564025878906""]; range 25.26666831970215 to 233.38336181640625",25.26666831970215,233.38336181640625,0,"[""102.88957977294922"", ""180.63645935058594"", ""120.29581451416016"", ""121.94583892822266"", ""163.26564025878906""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,adj_sfc_par_diff_clr_daily,float,"sample values: [""41.07187271118164"", ""42.47812271118164"", ""36.67708206176758"", ""32.99166488647461"", ""31.48645782470703""]; range 20.65937614440918 to 79.6968765258789",20.65937614440918,79.6968765258789,0,"[""41.07187271118164"", ""42.47812271118164"", ""36.67708206176758"", ""32.99166488647461"", ""31.48645782470703""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,adj_sfc_par_diff_all_daily,float,"sample values: [""63.672916412353516"", ""81.96978759765625"", ""56.59687423706055"", ""62.76041793823242"", ""78.0687484741211""]; range 19.136457443237305 to 98.81563568115234",19.136457443237305,98.81563568115234,0,"[""63.672916412353516"", ""81.96978759765625"", ""56.59687423706055"", ""62.76041793823242"", ""78.0687484741211""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,adj_sfc_par_diff_pri_daily,float,"sample values: [""14.506251335144043"", ""14.567708015441895"", ""14.584376335144043"", ""14.595833778381348"", ""14.684374809265137""]; range 12.84999942779541 to 15.580208778381348",12.84999942779541,15.580208778381348,0,"[""14.506251335144043"", ""14.567708015441895"", ""14.584376335144043"", ""14.595833778381348"", ""14.684374809265137""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,alnid_maximum,float,"sample values: [""0.17498672008514404"", ""0.17492568492889404"", ""0.1748693287372589"", ""0.17481298744678497"", ""0.17474254965782166""]; range 0.16556760668754578 to 0.18379071354866028",0.16556760668754578,0.18379071354866028,0,"[""0.17498672008514404"", ""0.17492568492889404"", ""0.1748693287372589"", ""0.17481298744678497"", ""0.17474254965782166""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,aluvd_maximum,float,"sample values: [""0.04744432866573334"", ""0.04742208123207092"", ""0.04739983379840851"", ""0.04738394170999527"", ""0.047361694276332855""]; range 0.04036947339773178 to 0.048455022275447845",0.04036947339773178,0.048455022275447845,0,"[""0.04744432866573334"", ""0.04742208123207092"", ""0.04739983379840851"", ""0.04738394170999527"", ""0.047361694276332855""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,e_maximum,float,"sample values: [""0.053864262998104095"", ""0.06612104922533035"", ""0.06032956391572952"", ""0.04577863588929176"", ""0.03246302530169487""]; range 0.017992308363318443 to 0.1432553380727768",0.017992308363318443,0.1432553380727768,0,"[""0.053864262998104095"", ""0.06612104922533035"", ""0.06032956391572952"", ""0.04577863588929176"", ""0.03246302530169487""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,d2m_maximum,float,"sample values: [""297.5732421875"", ""297.217529296875"", ""297.1849670410156"", ""297.8777770996094"", ""297.32562255859375""]; range 294.67529296875 to 299.14715576171875",294.67529296875,299.14715576171875,0,"[""297.5732421875"", ""297.217529296875"", ""297.1849670410156"", ""297.8777770996094"", ""297.32562255859375""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,ro_maximum,float,"sample values: [""6.556510925292969e-06"", ""2.7321279048919678e-05"", ""7.376633584499359e-05"", ""2.7867034077644348e-05"", ""0.0002502594143152237""]; range 1.0915100574493408e-06 to 0.00862633716315031",1.0915100574493408e-06,0.00862633716315031,0,"[""6.556510925292969e-06"", ""2.7321279048919678e-05"", ""7.376633584499359e-05"", ""2.7867034077644348e-05"", ""0.0002502594143152237""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,t2m_maximum,float,"sample values: [""303.9528503417969"", ""301.85540771484375"", ""300.61932373046875"", ""301.3477783203125"", ""301.1250305175781""]; range 298.188232421875 to 307.5798645019531",298.188232421875,307.5798645019531,0,"[""303.9528503417969"", ""301.85540771484375"", ""300.61932373046875"", ""301.3477783203125"", ""301.1250305175781""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,stl1_maximum,float,"sample values: [""305.02178955078125"", ""303.9107971191406"", ""302.7704162597656"", ""301.52093505859375"", ""302.7626647949219""]; range 299.16741943359375 to 308.2456970214844",299.16741943359375,308.2456970214844,0,"[""305.02178955078125"", ""303.9107971191406"", ""302.7704162597656"", ""301.52093505859375"", ""302.7626647949219""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,prec,float,"sample values: [""0.5"", ""0.375"", ""45.5"", ""28.25"", ""39.75""]; range 0 to 137",0,137,0,"[""0.5"", ""0.375"", ""45.5"", ""28.25"", ""39.75""]"
6582d71f-3bf9-4901-9c8e-7a4790c2fd70,daace0f8-5784-4ae6-abf8-daeadfdb6e19,3652,samples/daace0f8-5784-4ae6-abf8-daeadfdb6e19_sample.json,2026-03-17 18:44:02.550083+00,1.0.0,gemini/gemini-2.5-flash,prmsl,float,"sample values: [""-8.999999873090293e+33"", ""-8.999999873090293e+33"", ""-8.999999873090293e+33"", ""-8.999999873090293e+33"", ""-8.999999873090293e+33""]; range -8.999999873090293e+33 to -8.999999873090293e+33",-8.999999873090293e+33,-8.999999873090293e+33,0,"[""-8.999999873090293e+33"", ""-8.999999873090293e+33"", ""-8.999999873090293e+33"", ""-8.999999873090293e+33"", ""-8.999999873090293e+33""]"
