time,NEE_VUT_REF,NEE_CUT_REF,NEE_VUT_REF_QC,NEE_CUT_REF_QC,stl1_mean,DetailedQA,EVI,NDVI,SummaryQA,sur_refl_b02,sur_refl_b03,sur_refl_b07,Clear_sky_days,Clear_sky_nights,Emis_31,Emis_32,LST_Day_1km,LST_Night_1km,QC_Day,QC_Night,Fpar,FparExtra_QC,FparLai_QC,FparStdDev,Lai,alnid_mean,aluvd_mean,e_mean,d2m_mean,ro_mean,t2m_mean,adj_sfc_sw_diff_clr_daily,adj_sfc_sw_diff_all_daily,adj_sfc_sw_diff_pri_daily,adj_sfc_sw_diff_naer_daily,adj_sfc_par_diff_clr_daily,adj_sfc_par_diff_all_daily,adj_sfc_par_diff_pri_daily,alnid_maximum,aluvd_maximum,e_maximum,d2m_maximum,ro_maximum,t2m_maximum,stl1_maximum,prec,prmsl,alnid_median,aluvd_median,e_median,d2m_median,ro_median,t2m_median,stl1_median,alnid_minimum,aluvd_minimum,e_minimum,d2m_minimum,ro_minimum,t2m_minimum,stl1_minimum,alnid_std,aluvd_std,e_std,d2m_std,ro_std,t2m_std,stl1_std,alnid_variance,aluvd_variance,e_variance,d2m_variance,ro_variance,t2m_variance,stl1_variance,VPD_magnus_mean,VPD_magnus_minimum,VPD_magnus_maximum,longitude,latitude
2002-01-11,0.88561,0.582554,0.875,0.875,300.21326,37145.0,0.5083,0.41550000000000004,1.0,0.35660000000000003,0.0472,0.09920000000000001,-9999.0,-9999.0,0.492,0.494,299.04,295.0,65.0,2.0,-9999.0,-9999.0,-9999.0,-9999.0,-999.9000000000001,0.17435811,0.047231782,0.124962434,295.83768,2.207933e-06,299.39868,101.60833,165.04897,23.523958,175.70209,60.75208,79.04479,14.726043,0.1743857,0.0472441,0.038414933,296.79556,8.195639e-06,302.31427,302.7851,0.625,-9e+33,0.17436221,0.047231387,0.07242592,295.65405,1.6391277e-06,298.35938,299.54266,0.17432936,0.047218673,0.31600538,294.93915,1.0915101e-06,297.67392,298.63513,1.6112988e-05,5.6043905e-06,-0.0821623,0.60074747,1.5493873e-06,1.634095,1.3652661,2.5962837e-10,3.140919e-11,-6.7506426e-06,0.3608975,2.4006012e-12,2.6702664,1.8639513,6.5452423,4.6901894,11.230955,-54.98,-2.91
2002-01-12,1.42662,1.38207,1.0,1.0,300.97827,37145.0,0.5083,0.41550000000000004,1.0,0.35660000000000003,0.0472,0.09920000000000001,-9999.0,-9999.0,0.492,0.494,299.04,295.0,65.0,2.0,-9999.0,-9999.0,-9999.0,-9999.0,-999.9000000000001,0.17429785,0.047210332,0.16094333,296.34476,1.3364013e-05,299.83725,95.49896,132.62917,23.348959,113.11146,56.123962,67.635414,14.6291685,0.17432936,0.047221854,0.039152917,296.949,0.00011802651,303.0456,303.4613,0.125,-9e+33,0.17429648,0.047209136,0.08585382,296.37823,2.1848828e-06,299.6552,300.39987,0.17427301,0.047196425,0.40197933,295.5785,1.0915101e-06,297.02097,299.3732,1.7696677e-05,5.4132524e-06,-0.123857096,0.3442353,2.580898e-05,2.0271468,1.4523106,3.131724e-10,2.9303303e-11,-1.534058e-05,0.118497945,6.6610345e-10,4.109324,2.109206,6.5789394,2.4716873,12.699045,-54.98,-2.91
2002-01-13,3.62473,3.50735,0.958333,0.958333,300.5132,37145.0,0.5083,0.41550000000000004,1.0,0.35660000000000003,0.0472,0.09920000000000001,-9999.0,-9999.0,0.492,0.494,299.04,295.0,65.0,2.0,-9999.0,-9999.0,-9999.0,-9999.0,-999.9000000000001,0.17423664,0.04719047,0.14111963,296.1373,7.3128846e-05,298.73306,63.99687,147.91563,23.466667,148.0521,39.240623,72.2375,14.690625,0.17427301,0.047205962,0.038414933,296.95947,0.00039506145,301.08105,301.88068,2.25,-9e+33,0.17423075,0.04719007,0.102738984,296.05396,3.005378e-06,298.27954,300.2436,0.17420727,0.047180533,0.31900543,295.4413,1.0915101e-06,296.8881,299.4877,1.8198985e-05,6.442271e-06,-0.087618016,0.4153599,0.00011300024,1.4675131,0.8085364,3.3120306e-10,4.1502857e-11,-7.676916e-06,0.17252386,1.2769054e-08,2.1535945,0.65373117,4.723072,2.4614582,8.150078,-54.98,-2.91
2002-01-14,2.14779,2.03489,0.916667,1.0,300.79883,37145.0,0.5083,0.41550000000000004,1.0,0.35660000000000003,0.0472,0.09920000000000001,-9999.0,-9999.0,0.492,0.494,299.04,295.0,65.0,2.0,-9999.0,-9999.0,-9999.0,-9999.0,-999.9000000000001,0.1741783,0.047170598,0.15252814,296.44333,6.0329526e-06,299.30185,46.92604,188.18335,23.489584,187.84166,29.054167,91.07917,14.693751,0.17420727,0.04718689,0.04881073,297.24542,2.3495406e-05,302.02078,302.93057,38.625,-9e+33,0.1741744,0.047170997,0.11189949,296.56424,3.551133e-06,299.25415,300.4099,0.17414623,0.047158286,0.3564175,295.65637,1.0915101e-06,296.97794,299.36624,1.8519233e-05,8.956518e-06,-0.09532505,0.58219445,5.548903e-06,1.727891,1.2607725,3.42962e-10,8.021923e-11,-9.086864e-06,0.33895037,3.0790325e-11,2.9856074,1.5895472,5.321867,2.266512,9.75038,-54.98,-2.91
2002-01-15,1.35449,1.32027,1.0,1.0,300.69608,37145.0,0.5083,0.41550000000000004,1.0,0.35660000000000003,0.0472,0.09920000000000001,-9999.0,-9999.0,0.492,0.494,299.04,295.0,65.0,2.0,-9999.0,-9999.0,-9999.0,-9999.0,-999.9000000000001,0.17418964,0.047158945,0.13051593,296.3183,8.920254e-05,298.58688,56.993748,153.41249,23.402084,151.57292,34.572918,75.61459,14.646874,0.17423075,0.04716464,0.036152896,297.1966,0.0009354707,301.2885,302.65744,39.25,-9e+33,0.1741885,0.047159877,0.07239381,296.28293,9.0152025e-06,298.5711,300.46368,0.17414623,0.04715193,0.35198963,295.45062,1.0915101e-06,296.6223,299.32138,2.590437e-05,3.8911035e-06,-0.097291045,0.5289041,0.00020304887,1.4754702,1.0712026,6.7103634e-10,1.5140686e-11,-9.465547e-06,0.2797395,4.122884e-08,2.1770122,1.1474751,4.130884,1.9798489,8.184395,-54.98,-2.91
2002-01-16,6.9051,6.67325,1.0,1.0,300.48672,37145.0,0.5083,0.41550000000000004,1.0,0.35660000000000003,0.0472,0.09920000000000001,-9999.0,-9999.0,0.492,0.494,299.04,295.0,65.0,2.0,-9999.0,-9999.0,-9999.0,-9999.0,-999.9000000000001,0.17428434,0.047160536,0.11582867,296.41232,3.023461e-05,298.60812,67.20937,54.256252,23.485415,56.623962,40.887497,28.397919,14.690624,0.17432936,0.047167823,0.0398267,296.85834,0.00039724633,300.42334,301.98666,37.0,-9e+33,0.1742871,0.047161467,0.070917875,296.4945,1.6391277e-06,298.67963,300.25134,0.17424484,0.047155105,0.31998405,295.87027,1.0915101e-06,297.30585,299.30823,2.6696269e-05,3.9455567e-06,-0.089139186,0.27219075,8.065503e-05,0.9427124,0.9394808,7.1269074e-10,1.5567417e-11,-7.945794e-06,0.074087806,6.505234e-09,0.88870674,0.88262415,4.010275,2.4974918,6.9099827,-54.98,-2.91
2002-01-17,0.773061,0.555559,0.916667,0.958333,300.5777,37145.0,0.5083,0.41550000000000004,1.0,0.35660000000000003,0.0472,0.09920000000000001,2.0,-9999.0,0.492,0.494,299.04,295.0,65.0,2.0,-9999.0,-9999.0,-9999.0,-9999.0,-999.9000000000001,0.17437786,0.04716173,0.123687014,296.61005,5.3498275e-06,299.09836,62.180202,168.70625,23.376043,167.02187,38.057293,82.11564,14.629167,0.17442796,0.047167823,0.040516548,297.3826,5.0816685e-05,301.90894,302.22653,21.125,-9e+33,0.17437395,0.047161467,0.07736712,296.4544,1.6391277e-06,298.31586,300.13876,0.17432936,0.047155105,0.28106394,296.16437,1.0915101e-06,297.19687,299.56662,2.8583265e-05,3.7741481e-06,-0.081379645,0.41587496,1.0450026e-05,1.6630902,0.9717352,8.170031e-10,1.42441935e-11,-6.622646e-06,0.17295198,1.0920304e-10,2.7658691,0.94426924,4.6273327,1.8048534,9.245937,-54.98,-2.91
2002-01-18,2.11378,1.80615,1.0,1.0,300.89603,4110.0,0.3141,0.41550000000000004,3.0,0.40230000000000005,0.1821,0.15910000000000002,-9999.0,-9999.0,0.492,0.494,301.64,294.90000000000003,65.0,65.0,-9999.0,-9999.0,-9999.0,-9999.0,-999.9000000000001,0.17446983,0.04716213,0.17278367,296.53723,1.4333831e-06,300.16647,60.395832,108.50521,23.40521,86.583336,37.06667,56.9875,14.642708,0.17451717,0.047170997,0.049709138,296.9618,4.917383e-06,303.7779,303.5379,0.0,-9e+33,0.17447257,0.047161467,0.08359176,296.62238,1.0915101e-06,299.627,300.49234,0.17442796,0.047155105,0.41742867,295.88885,1.0915101e-06,297.5219,298.80997,2.6317095e-05,4.1012504e-06,-0.13315682,0.3002355,7.8599794e-07,2.0619957,1.6300094,6.925895e-10,1.6820254e-11,-1.773074e-05,0.090141356,6.1779276e-13,4.251827,2.6569307,6.9303474,2.858801,14.482471,-54.98,-2.91
2002-01-19,2.156,1.93302,0.958333,1.0,301.02454,4110.0,0.3141,0.4631,3.0,0.40230000000000005,0.1821,0.15910000000000002,-9999.0,-9999.0,0.492,0.494,301.64,294.90000000000003,65.0,65.0,-9999.0,-9999.0,-9999.0,-9999.0,-999.9000000000001,0.17456551,0.047162656,0.1592234,296.46072,5.8961255e-06,299.4979,83.510414,128.85416,23.289583,101.583336,50.64375,67.052086,14.586456,0.17460169,0.047170997,0.06406754,297.4872,3.8795173e-05,302.0007,302.8447,4.375,-9e+33,0.17456882,0.047161467,0.100717574,296.40094,3.005378e-06,299.73358,300.82538,0.17451717,0.047158286,0.39257818,295.4483,1.0915101e-06,296.89478,299.514,2.6887325e-05,3.4093805e-06,-0.10295081,0.562533,8.560074e-06,1.7770096,1.1621453,7.229282e-10,1.16238755e-11,-1.059887e-05,0.3164434,7.3274865e-11,3.1577632,1.3505815,5.6865177,2.4618263,9.266117,-54.98,-2.91
2002-01-20,7.3209,7.12463,0.916667,0.916667,300.1439,4110.0,0.3141,0.4631,3.0,0.40230000000000005,0.1821,0.15910000000000002,-9999.0,-9999.0,0.492,0.494,301.64,294.90000000000003,65.0,65.0,-9999.0,-9999.0,-9999.0,-9999.0,-999.9000000000001,0.17465723,0.04716253,0.116283886,295.7936,4.020698e-05,297.60056,87.48957,38.405212,23.521875,40.158337,52.758343,20.547916,14.716666,0.17470029,0.047170997,0.06026539,297.56277,0.00026009604,299.81915,301.62537,4.875,-9e+33,0.17465803,0.047163054,0.08780304,295.64825,2.15834e-05,297.45163,299.8904,0.17461577,0.047155105,0.23235768,294.98798,1.6391277e-06,296.3642,298.9237,2.7867634e-05,4.557414e-06,-0.05336017,0.67912835,5.606898e-05,1.0391042,0.79978436,7.76605e-10,2.0770023e-11,-2.847308e-06,0.4612153,3.1437304e-09,1.0797377,0.63965505,3.162014,2.2816353,4.38171,-54.98,-2.91
2002-01-21,1.80556,1.54093,0.916667,0.916667,300.0911,4110.0,0.3141,0.4631,3.0,0.40230000000000005,0.1821,0.15910000000000002,-9999.0,-9999.0,0.492,0.494,301.64,294.90000000000003,65.0,65.0,-9999.0,-9999.0,-9999.0,-9999.0,-999.9000000000001,0.17475116,0.047162917,0.14456017,295.84836,1.2658148e-05,298.83856,75.112495,147.09375,23.203125,133.01561,45.735416,73.69271,14.531249,0.1747989,0.047170997,0.066618375,296.2062,0.00010928325,302.31046,302.3913,34.5,-9e+33,0.1747496,0.047161467,0.083848454,295.89294,6.010756e-06,297.47076,299.37903,0.17470029,0.047158286,0.3246846,295.32974,1.0915101e-06,296.8556,298.75116,2.7029517e-05,3.4292905e-06,-0.09285911,0.23207413,2.3433267e-05,2.0894213,1.256562,7.3059475e-10,1.1760033e-11,-8.622815e-06,0.0538584,5.4911803e-10,4.365681,1.5789481,5.4158897,2.5861874,12.242512,-54.98,-2.91
2002-01-22,2.56707,2.41566,0.958333,0.958333,300.55075,4110.0,0.3141,0.4631,3.0,0.40230000000000005,0.1821,0.15910000000000002,-9999.0,-9999.0,0.492,0.494,301.64,294.90000000000003,65.0,65.0,-9999.0,-9999.0,-9999.0,-9999.0,-999.9000000000001,0.17484523,0.047164902,0.1698311,295.98547,6.053822e-05,299.4333,65.05416,104.90207,23.265625,79.99063,39.019794,55.30417,14.565624,0.17489281,0.047174178,0.075794905,296.4166,0.0013480186,302.19955,302.83618,0.625,-9e+33,0.1748482,0.04716464,0.0977336,296.01965,1.6391277e-06,299.37317,300.27185,0.1747989,0.047158286,0.3767599,295.38553,1.0915101e-06,297.20547,298.92447,2.765525e-05,4.6704376e-06,-0.11147885,0.28765205,0.00026863324,1.5648779,1.312412,7.648128e-10,2.1812989e-11,-1.2427535e-05,0.0827437,7.216382e-08,2.4488428,1.7224255,6.3669205,3.1181583,11.623722,-54.98,-2.91
2002-01-23,3.01889,2.89012,0.916667,0.916667,300.74057,4110.0,0.3141,0.4631,3.0,0.40230000000000005,0.1821,0.15910000000000002,-9999.0,-9999.0,0.492,0.494,301.64,294.90000000000003,65.0,65.0,-9999.0,-9999.0,-9999.0,-9999.0,-999.9000000000001,0.17493881,0.047164515,0.17672086,296.04337,1.3250159e-05,299.48233,56.940624,99.51978,23.375,77.566666,34.28021,52.263546,14.609375,0.17498203,0.047170997,0.07091789,296.78857,0.00026392005,302.74542,303.44196,0.125,-9e+33,0.17493743,0.04716464,0.10833796,296.1068,1.6391277e-06,299.0735,300.09775,0.17489281,0.047155105,0.3843963,295.2867,1.0915101e-06,296.9053,299.03976,2.8140392e-05,4.3493606e-06,-0.112510204,0.5194664,5.2296953e-05,1.9557441,1.5665923,7.918816e-10,1.8916936e-11,-1.2658547e-05,0.26984534,2.7349711e-09,3.824935,2.4542115,6.3682537,2.743946,12.260767,-54.98,-2.91
2002-01-24,1.61766,1.5832,1.0,1.0,300.94614,4110.0,0.3141,0.4631,3.0,0.40230000000000005,0.1821,0.15910000000000002,-9999.0,-9999.0,0.492,0.494,301.64,294.90000000000003,65.0,65.0,-9999.0,-9999.0,-9999.0,-9999.0,-999.9000000000001,0.17503192,0.04716517,0.1642983,296.38242,3.0735198e-06,299.7145,66.7625,154.70207,23.264582,145.99478,40.065624,76.496864,14.554168,0.17507593,0.047174178,0.06819057,297.7139,1.36606395e-05,303.09628,303.07678,0.0,-9e+33,0.17503367,0.04716464,0.11446634,296.4602,1.6391277e-06,299.4076,300.8842,0.17499141,0.047155105,0.34398422,295.38553,1.6391277e-06,296.72842,299.20688,2.70699e-05,4.557087e-06,-0.09942472,0.5150542,3.0781862e-06,2.052833,1.3147014,7.3277945e-10,2.0767043e-11,-9.885274e-06,0.26528087,9.4752305e-12,4.2141232,1.7284398,6.262285,2.2716923,11.438559,-54.98,-2.91
2002-01-25,2.6322,2.63276,0.958333,1.0,301.1748,4110.0,0.3141,0.4631,3.0,0.40230000000000005,0.1821,0.15910000000000002,64.0,128.0,0.492,0.494,301.64,294.90000000000003,65.0,65.0,-9999.0,-9999.0,-9999.0,-9999.0,-999.9000000000001,0.1751268,0.047163714,0.19879323,296.24783,9.835155e-06,299.9968,66.309364,141.86354,23.241669,127.00208,39.425,71.40729,14.551041,0.17517453,0.047170997,0.067661166,297.0606,0.00010928325,303.21674,303.50308,0.4375,-9e+33,0.17512758,0.047163054,0.116463676,296.237,2.1848828e-06,300.0419,300.878,0.17507593,0.047158286,0.4433219,295.2716,1.6391277e-06,296.78867,299.41577,2.7368376e-05,3.3673605e-06,-0.13125525,0.54739547,2.2179276e-05,2.1788607,1.3690974,7.49028e-10,1.1339117e-11,-1.7227941e-05,0.29964182,4.919203e-10,4.7474337,1.8744274,7.0748005,2.562809,12.916853,-54.98,-2.91
2002-01-26,2.62499,2.44854,1.0,0.958333,300.9455,4110.0,0.3141,0.4631,3.0,0.40230000000000005,0.1821,0.15910000000000002,-9999.0,-9999.0,0.492,0.494,-9999.0,295.46,2.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-999.9000000000001,0.17522089,0.047164112,0.16743201,296.44022,4.71257e-06,299.46594,80.775,172.1823,23.31875,181.19167,47.579166,82.71874,14.583332,0.17527314,0.047177352,0.067548856,297.55,2.0762905e-05,302.28464,302.63965,0.125,-9e+33,0.17522384,0.04716464,0.1197525,296.40265,2.1848828e-06,299.44678,300.8037,0.17517453,0.047155105,0.34201095,295.79355,1.6391277e-06,297.15002,299.68576,2.9457271e-05,5.163263e-06,-0.09548908,0.50274074,5.790786e-06,1.6205984,0.9257178,8.677308e-10,2.6659284e-11,-9.118164e-06,0.25274825,3.35332e-11,2.6263392,0.8569534,5.657324,2.3454304,9.808659,-54.98,-2.91
